type,ident,lat,lon,clock,updateType,id,air_ground,hexid,alt,gs,heading,rp1lat,rp1lon,rp1alt,rp1clock,fob,oat,airspeed_kts,airspeed_mach,winds,eta,baro_alt,gps-alt,atcident,reg,squawk,altChange,geometry
position,SWA451,41.93372,-87.78813,2016-04-14T11:08:38.000-07:00,A,SWA451-1461994257-airline-0095,A,ABE0BB,37000,518,86,,,,,,,,,,,,,,N8645A,3704, ,"-87.78813,41.93372,37000"
position,UAL908,41.96507,-88.13533,2016-04-14T11:08:38.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,3600,179,89,,,,,,,,,,,,,,N646UA,6053,D,"-88.13533,41.96507,3600"
position,UAL633,42.06493,-88.08857,2016-04-14T11:08:39.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,5000,233,283,,,,,,,,,,,,,,N38417,2601,D,"-88.08857,42.06493,5000"
position,ENY3487,42.05,-87.81667,2016-04-14T11:08:40.000-07:00,Z,ENY3487-1461993952-airline-0094,A,,4600,233,26,,,,,,,,,,2016-04-14T11:46:06.000-07:00,,,,,,C,"-87.81667,42.05,4600"
position,N95LL,36.20121,-121.6718,2016-04-14T11:08:39.000-07:00,A,N95LL-1462204778-1-0,A,AD3353,24800,358,146,,,,,,,,,,,,,,N95LL,3660,C,"-121.6718,36.20121,24800"
position,SKW5868,41.6,-87.45,2016-04-14T11:08:33.000-07:00,Z,SKW5868-1461994235-airline-0313,A,,11000,343,323,,,,,,,,,,2016-04-14T11:23:59.000-07:00,,,,,, ,"-87.45,41.6,11000"
position,ASQ4008,41.82306,-87.81083,2016-04-14T11:08:55.000-07:00,Z,ASQ4008-1461994171-airline-0204,A,,5100,275,177,,,,,,,,,,2016-04-14T12:03:01.000-07:00,,,,,,C,"-87.81083,41.82306,5100"
position,SWA2480,41.52222,-87.24944,2016-04-14T11:08:55.000-07:00,Z,SWA2480-1461994256-airline-0383,A,,5100,276,274,,,,,,,,,,2016-04-14T11:19:56.000-07:00,,,,,,D,"-87.24944,41.52222,5100"
position,UAL667,42.09087,-87.92196,2016-04-14T11:08:42.000-07:00,A,UAL667-1461994236-airline-0082,A,AA56B8,7800,238,313,,,,,,,,,,,,,,N76519,7273,C,"-87.92196,42.09087,7800"
position,SWA776,41.37556,-87.41972,2016-04-14T11:08:43.000-07:00,Z,SWA776-1461994257-airline-0372,A,,38000,385,269,,,,,,,,,,2016-04-14T13:09:25.000-07:00,,,,,, ,"-87.41972,41.37556,38000"
position,SKW5018,36.56667,-121.76667,2016-04-14T11:08:43.000-07:00,Z,SKW5018-1461994233-airline-0431,A,,1800,151,302,,,,,,,,,,2016-04-14T11:14:56.000-07:00,,,,,,D,"-121.76667,36.56667,1800"
position,SKW5098,41.96333,-88.39667,2016-04-14T11:08:55.000-07:00,Z,SKW5098-1461994233-airline-0033,A,,7000,172,89,,,,,,,,,,2016-04-14T11:14:51.000-07:00,,,,,, ,"-88.39667,41.96333,7000"
position,UAL708,36.18778,-121.65861,2016-04-14T11:08:50.000-07:00,Z,UAL708-1461994236-airline-0103,A,,26000,409,354,,,,,,,,,,2016-04-14T11:28:34.000-07:00,,,,,,D,"-121.65861,36.18778,26000"
position,SKW5439,33.04005,-117.6602,2016-04-14T11:08:45.000-07:00,A,SKW5439-1461994146-airline-0138,A,A0B6EA,16300,347,314,,,,,,,,,,,,,,N145SY,7352,C,"-117.6602,33.04005,16300"
position,AAL1098,37.17,-75.98944,2016-04-14T11:08:49.000-07:00,Z,AAL1098-1461993948-airline-0316,A,,28900,479,25,,,,,,,,,,2016-04-14T11:40:36.000-07:00,,,,,,D,"-75.98944,37.17,28900"
position,N866AW,32.55294,-116.69498,2016-04-14T11:09:01.000-07:00,P,N866AW-1462202088-3-0,A,,,,98,,,,,,,,,,,,,,,,,"-116.69498,32.55294"
position,VOI433,32.54106,-116.97016,2016-04-14T11:09:01.000-07:00,P,VOI433-1462028700-schedule-0000,A,,,,255,,,,,,,,,,,,,,,,,"-116.97016,32.54106"
position,ROU1763,36.96472,-76.165,2016-04-14T11:08:49.000-07:00,Z,ROU1763-1461993970-airline-0151,A,,39000,485,22,,,,,,,,,,2016-04-14T12:24:18.000-07:00,,,,,, ,"-76.165,36.96472,39000"
position,DPJ112,42.0325,-88.09722,2016-04-14T11:08:55.000-07:00,Z,DPJ112-1462140023-5-1,A,,2700,229,124,,,,,,,,,,2016-04-14T11:20:05.000-07:00,,,,,,D,"-88.09722,42.0325,2700"
position,UAL271,36.72417,-76.68917,2016-04-14T11:08:49.000-07:00,Z,UAL271-1461994227-airline-0288,A,,37900,403,208,,,,,,,,,,2016-04-14T13:13:11.000-07:00,,,,,,D,"-76.68917,36.72417,37900"
position,AAL1098,37.19068,-75.97733,2016-04-14T11:08:47.000-07:00,A,AAL1098-1461993948-airline-0316,A,ACD964,29000,481,25,,,,,,,,,,,,,,N927NN,5743,C,"-75.97733,37.19068,29000"
position,N751PP,36.56972,-121.43944,2016-04-14T11:08:49.000-07:00,Z,N751PP-1462204480-2-0,A,,11500,154,151,,,,,,,,,,2016-04-14T12:12:40.000-07:00,,,,,, ,"-121.43944,36.56972,11500"
position,ASA248,32.78472,-117.09222,2016-04-14T11:08:50.000-07:00,Z,ASA248-1461994002-airline-0060,A,,6700,275,105,,,,,,,,,,2016-04-14T11:10:33.000-07:00,,,,,,D,"-117.09222,32.78472,6700"
position,AAL156,32.93944,-116.61944,2016-04-14T11:08:50.000-07:00,Z,AAL156-1461993948-airline-0001,A,,22100,438,29,,,,,,,,,,2016-04-14T14:19:52.000-07:00,,,,,,C,"-116.61944,32.93944,22100"
position,UAL896,41.96461,-88.22483,2016-04-14T11:08:50.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,5000,184,90,,,,,,,,,,,,,,N792UA,3427,D,"-88.22483,41.96461,5000"
position,VRD927,37.1067,-122.0244,2016-04-14T11:08:50.000-07:00,A,VRD927-1461994251-airline-0017,A,A83988,9600,299,311,,,,,,,,,,,,,,N629VA,7631,D,"-122.0244,37.1067,9600"
position,VRD953,36.88206,-121.9333,2016-04-14T11:08:51.000-07:00,A,VRD953-1461994251-airline-0444,A,A6A882,13300,355,348,,,,,,,,,,,,,,N528VA,,D,"-121.9333,36.88206,13300"
position,UAL229,32.71527,-117.1151,2016-04-14T11:08:52.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,1600,173,287,,,,,,,,,,,,,,N47414,7027,D,"-117.1151,32.71527,1600"
position,UAL908,41.96512,-88.11789,2016-04-14T11:08:53.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,3300,182,90,,,,,,,,,,,,,,N646UA,6053,D,"-88.11789,41.96512,3300"
position,VOI560,32.53358,-117.0094,2016-04-14T11:08:53.000-07:00,A,VOI560-1462037400-schedule-0000,A,A6810D,2100,151,226,,,,,,,,,,,,,,N518VL,1472,C,"-117.0094,32.53358,2100"
position,UAL633,42.06802,-88.10991,2016-04-14T11:08:55.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,4700,225,279,,,,,,,,,,,,,,N38417,2601,D,"-88.10991,42.06802,4700"
position,UAL1640,41.70354,-87.41796,2016-04-14T11:08:56.000-07:00,A,UAL1640-1461994226-airline-0316,A,A0817C,39000,519,80,,,,,,,,,,,,,,N13110,2056, ,"-87.41796,41.70354,39000"
position,TCF3596,41.82472,-88.115,2016-04-14T11:09:08.000-07:00,Z,TCF3596-1461994171-airline-0041,A,,12100,275,266,,,,,,,,,,2016-04-14T12:07:52.000-07:00,,,,,,C,"-88.115,41.82472,12100"
position,SKW5809,36.69229,-121.8546,2016-04-14T11:08:56.000-07:00,A,SKW5809-1461994235-airline-0391,A,A0B333,19500,359,328,,,,,,,,,,,,,,N144SY,7720,D,"-121.8546,36.69229,19500"
position,UAL485,42.015,-87.57056,2016-04-14T11:09:08.000-07:00,Z,UAL485-1461994231-airline-0158,A,,10100,279,75,,,,,,,,,,2016-04-14T12:31:25.000-07:00,,,,,,C,"-87.57056,42.015,10100"
position,SKW4550,42.01944,-87.25694,2016-04-14T11:09:08.000-07:00,Z,SKW4550-1461994058-airline-0212,A,,32000,404,326,,,,,,,,,,2016-04-14T12:06:43.000-07:00,,,,,, ,"-87.25694,42.01944,32000"
position,UAL244,41.96583,-88.00417,2016-04-14T11:09:08.000-07:00,Z,UAL244-1461994227-airline-0308,A,,1700,170,90,,,,,,,,,,2016-04-14T11:10:24.000-07:00,,,,,,D,"-88.00417,41.96583,1700"
position,DAL2475,42.13694,-87.75194,2016-04-14T11:09:07.000-07:00,Z,DAL2475-1461994054-airline-0468,A,,22100,422,204,,,,,,,,,,2016-04-14T12:46:12.000-07:00,,,,,,C,"-87.75194,42.13694,22100"
position,SKW5168,42.24028,-87.91972,2016-04-14T11:09:08.000-07:00,Z,SKW5168-1461994233-airline-0312,A,,12000,280,352,,,,,,,,,,2016-04-14T12:04:26.000-07:00,,,,,,C,"-87.91972,42.24028,12000"
position,GJS4809,42.21528,-88.03833,2016-04-14T11:09:08.000-07:00,Z,GJS4809-1461994231-airline-0170,A,,37000,521,84,,,,,,,,,,2016-04-14T12:06:06.000-07:00,,,,,, ,"-88.03833,42.21528,37000"
position,UAL667,42.10282,-87.94006,2016-04-14T11:08:59.000-07:00,A,UAL667-1461994236-airline-0082,A,AA56B8,8700,238,310,,,,,,,,,,,,,,N76519,7273,C,"-87.94006,42.10282,8700"
position,N990H,41.93005,-87.51509,2016-04-14T11:08:58.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,350,262,,,,,,,,,,,,,,N990H,3462, ,"-87.51509,41.93005,45000"
position,SWA3014,41.56667,-87.65,2016-04-14T11:09:09.000-07:00,Z,SWA3014-1461994256-airline-0140,A,,3900,223,298,,,,,,,,,,2016-04-14T11:15:54.000-07:00,,,,,,D,"-87.65,41.56667,3900"
position,WBR2107,42.15,-88.13333,2016-04-14T11:09:04.000-07:00,Z,WBR2107-1462037400-schedule-0002,A,,4800,147,270,,,,,,,,,,2016-04-14T12:42:24.000-07:00,,,,,,C,"-88.13333,42.15,4800"
position,DAL758,32.76072,-117.1875,2016-04-14T11:09:04.000-07:00,A,DAL758-1461994063-airline-0084,A,AB0D76,29800,501,137,,,,,,,,,,,,,,N811DZ,,C,"-117.1875,32.76072,29800"
position,N63251,36.9,-121.93333,2016-04-14T11:09:13.000-07:00,Z,N63251-1462207229-1-1,A,,5000,107,122,,,,,,,,,,2016-04-14T11:28:41.000-07:00,,,,,, ,"-121.93333,36.9,5000"
position,N631CD,36.33583,-121.77278,2016-04-14T11:09:02.000-07:00,Z,N631CD-1462136406-1-0,A,,9000,150,142,,,,,,,,,,2016-04-14T11:49:08.000-07:00,,,,,,C,"-121.77278,36.33583,9000"
position,UAL896,41.96475,-88.21019,2016-04-14T11:09:05.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,4700,185,89,,,,,,,,,,,,,,N792UA,3427,D,"-88.21019,41.96475,4700"
position,N65680,37.11917,-76.56194,2016-04-14T11:09:15.000-07:00,Z,N65680-1462210504-2-0,A,,2200,68,277,,,,,,,,,,2016-04-14T11:30:40.000-07:00,,,,,,C,"-76.56194,37.11917,2200"
position,N9262C,37.17667,-76.49611,2016-04-14T11:09:15.000-07:00,Z,N9262C-1462210142-11-2,A,,2800,141,62,,,,,,,,,,2016-04-14T11:18:45.000-07:00,,,,,,D,"-76.49611,37.17667,2800"
position,DAL1392,33.2,-117.08333,2016-04-14T11:09:07.000-07:00,Z,DAL1392-1461994052-airline-0156,A,,18100,368,278,,,,,,,,,,2016-04-14T11:26:28.000-07:00,,,,,,D,"-117.08333,33.2,18100"
position,UAL908,41.96517,-88.10013,2016-04-14T11:09:08.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,3100,183,90,,,,,,,,,,,,,,N646UA,,D,"-88.10013,41.96517,3100"
position,VRD218,36.7974,-121.4199,2016-04-14T11:09:08.000-07:00,A,VRD218-1461994251-airline-0311,A,A84706,26700,465,128,,,,,,,,,,,,,,N632VA,,C,"-121.4199,36.7974,26700"
position,VOI560,32.52534,-117.0142,2016-04-14T11:09:09.000-07:00,A,VOI560-1462037400-schedule-0000,A,A6810D,2400,170,188,,,,,,,,,,,,,,N518VL,,C,"-117.0142,32.52534,2400"
position,UAL633,42.06367,-88.13232,2016-04-14T11:09:11.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,4300,227,239,,,,,,,,,,,,,,N38417,2601,D,"-88.13232,42.06367,4300"
position,UAL293,33.24028,-117.41139,2016-04-14T11:09:15.000-07:00,Z,UAL293-1461994227-airline-0291,A,,12100,367,278,,,,,,,,,,2016-04-14T11:24:04.000-07:00,,,,,,D,"-117.41139,33.24028,12100"
position,UAL229,32.72003,-117.1343,2016-04-14T11:09:14.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,1100,164,287,,,,,,,,,,,,,,N47414,7027,D,"-117.1343,32.72003,1100"
position,RTD10,37.2275,-75.9725,2016-04-14T11:09:24.000-07:00,Z,RTD10-1462200637-2-1,A,,4300,252,298,,,,,,,,,,2016-04-14T11:17:09.000-07:00,,,,,,D,"-75.9725,37.2275,4300"
position,SKW5809,36.72362,-121.8792,2016-04-14T11:09:16.000-07:00,A,SKW5809-1461994235-airline-0391,A,A0B333,18800,356,331,,,,,,,,,,,,,,N144SY,7720,D,"-121.8792,36.72362,18800"
position,UAL667,42.10831,-87.96534,2016-04-14T11:09:15.000-07:00,A,UAL667-1461994236-airline-0082,A,AA56B8,9500,241,277,,,,,,,,,,,,,,N76519,7273,C,"-87.96534,42.10831,9500"
position,AAL1096,41.81667,-87.68333,2016-04-14T11:09:21.000-07:00,Z,AAL1096-1461993948-airline-0009,A,,10900,328,317,,,,,,,,,,2016-04-14T11:21:49.000-07:00,,,,,,D,"-87.68333,41.81667,10900"
position,N27850,36.88361,-76.77,2016-04-14T11:09:27.000-07:00,Z,N27850-1462146080-17-0,A,,14100,170,229,,,,,,,,,,2016-04-14T11:52:49.000-07:00,,,,,, ,"-76.77,36.88361,14100"
position,SKW5439,33.07672,-117.70543,2016-04-14T11:09:15.000-07:00,A,SKW5439-1461994146-airline-0138,A,A0B6EA,17500,354,314,,,,,,,,,,,,,,N145SY,7352,C,"-117.70543,33.07672,17500"
position,VRD927,37.12862,-122.0598,2016-04-14T11:09:13.000-07:00,A,VRD927-1461994251-airline-0017,A,A83988,9100,296,307,,,,,,,,,,,,,,N629VA,,D,"-122.0598,37.12862,9100"
position,SWA1491,41.53333,-87.5,2016-04-14T11:09:27.000-07:00,Z,SWA1491-1461994255-airline-0105,A,,4000,271,270,,,,,,,,,,2016-04-14T11:18:07.000-07:00,,,,,, ,"-87.5,41.53333,4000"
position,UAL686,41.98333,-87.88333,2016-04-14T11:09:27.000-07:00,Z,UAL686-1461994236-airline-0058,A,,1200,137,,,,,,,,,,,2016-04-14T12:33:53.000-07:00,,,,,,C,"-87.88333,41.98333,1200"
position,UAL896,41.96484,-88.19275,2016-04-14T11:09:20.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,4400,184,89,,,,,,,,,,,,,,N792UA,3427,D,"-88.19275,41.96484,4400"
position,UAL834,37.14639,-121.8675,2016-04-14T11:09:27.000-07:00,Z,UAL834-1461994238-airline-0268,A,,24700,424,132,,,,,,,,,,2016-04-14T13:52:32.000-07:00,,,UAL834T,,,C,"-121.8675,37.14639,24700"
position,SWA1127,36.84667,-121.57694,2016-04-14T11:09:27.000-07:00,Z,SWA1127-1461994255-airline-0341,A,,11400,342,342,,,,,,,,,,2016-04-14T11:20:52.000-07:00,,,,,,D,"-121.57694,36.84667,11400"
position,SWA2066,36.86028,-122.29944,2016-04-14T11:09:27.000-07:00,Z,SWA2066-1461994256-airline-0292,A,,30500,472,144,,,,,,,,,,2016-04-14T11:59:36.000-07:00,,,,,,C,"-122.29944,36.86028,30500"
position,SWA451,41.93817,-87.68751,2016-04-14T11:09:21.000-07:00,A,SWA451-1461994257-airline-0095,A,ABE0BB,37000,522,87,,,,,,,,,,,,,,N8645A,3704, ,"-87.68751,41.93817,37000"
position,UAL908,41.96521,-88.08717,2016-04-14T11:09:23.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,2900,180,89,,,,,,,,,,,,,,N646UA,,D,"-88.08717,41.96521,2900"
position,N867K,36.50278,-121.88778,2016-04-14T11:09:15.000-07:00,Z,N867K-1462143577-2-0,A,,13200,199,138,,,,,,,,,,2016-04-14T12:55:25.000-07:00,,,,,,C,"-121.88778,36.50278,13200"
position,VOI560,32.51045,-117.0127,2016-04-14T11:09:26.000-07:00,A,VOI560-1462037400-schedule-0000,A,A6810D,2700,192,164,,,,,,,,,,,,,,N518VL,,C,"-117.0127,32.51045,2700"
position,UAL633,42.05199,-88.14465,2016-04-14T11:09:26.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,3900,228,205,,,,,,,,,,,,,,N38417,2601,D,"-88.14465,42.05199,3900"
position,EJA354,36.87575,-121.5566,2016-04-14T11:09:26.000-07:00,A,EJA354-1462143331-1-0,A,A3F518,30500,458,128,,,,,,,,,,,,,,N354QS,3273,C,"-121.5566,36.87575,30500"
position,UAL1640,41.71858,-87.29877,2016-04-14T11:09:26.000-07:00,A,UAL1640-1461994226-airline-0316,A,A0817C,39000,519,80,,,,,,,,,,,,,,N13110,, ,"-87.29877,41.71858,39000"
position,N9262C,37.17889,-76.48778,2016-04-14T11:09:27.000-07:00,Z,N9262C-1462210142-11-2,A,,2900,129,72,,,,,,,,,,2016-04-14T11:18:45.000-07:00,,,,,,C,"-76.48778,37.17889,2900"
position,N990H,41.92699,-87.54212,2016-04-14T11:09:28.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,350,262,,,,,,,,,,,,,,N990H,3462, ,"-87.54212,41.92699,45000"
position,UAL229,32.72324,-117.1472,2016-04-14T11:09:29.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,700,159,287,,,,,,,,,,,,,,N47414,7027,D,"-117.1472,32.72324,700"
position,DAL2449,41.7225,-87.83556,2016-04-14T11:09:45.000-07:00,Z,DAL2449-1461994054-airline-0262,A,,2300,152,5,,,,,,,,,,2016-04-14T11:11:02.000-07:00,,,,,,D,"-87.83556,41.7225,2300"
position,SWA776,41.375,-87.5625,2016-04-14T11:09:45.000-07:00,Z,SWA776-1461994257-airline-0372,A,,38000,386,270,,,,,,,,,,2016-04-14T13:09:28.000-07:00,,,,,, ,"-87.5625,41.375,38000"
position,SWA3784,41.645,-87.75056,2016-04-14T11:09:33.000-07:00,Z,SWA3784-1461994257-airline-0052,A,,3800,217,314,,,,,,,,,,2016-04-14T11:14:20.000-07:00,,,,,,D,"-87.75056,41.645,3800"
position,XOJ750,41.36306,-87.36167,2016-04-14T11:09:32.000-07:00,Z,XOJ750-1462186888-6-0,A,,45000,434,270,,,,,,,,,,2016-04-14T14:47:59.000-07:00,,,,,, ,"-87.36167,41.36306,45000"
position,DAL758,32.70243,-117.1249,2016-04-14T11:09:34.000-07:00,A,DAL758-1461994063-airline-0084,A,AB0D76,30900,493,137,,,,,,,,,,,,,,N811DZ,7634,C,"-117.1249,32.70243,30900"
position,UAL896,41.96494,-88.17321,2016-04-14T11:09:35.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,4200,185,89,,,,,,,,,,,,,,N792UA,3427,D,"-88.17321,41.96494,4200"
position,VRD218,36.75069,-121.3483,2016-04-14T11:09:38.000-07:00,A,VRD218-1461994251-airline-0311,A,A84706,27200,471,129,,,,,,,,,,,,,,N632VA,3607,C,"-121.3483,36.75069,27200"
position,N95LL,36.12333,-121.6075,2016-04-14T11:09:40.000-07:00,Z,N95LL-1462204778-1-0,A,,25000,395,146,,,,,,,,,,2016-04-14T11:57:41.000-07:00,,,,,,C,"-121.6075,36.12333,25000"
position,UAL908,41.9653,-88.06697,2016-04-14T11:09:38.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,2600,175,90,,,,,,,,,,,,,,N646UA,6053,D,"-88.06697,41.9653,2600"
position,SKW5809,36.75457,-121.8958,2016-04-14T11:09:37.000-07:00,A,SKW5809-1461994235-airline-0391,A,A0B333,18100,357,342,,,,,,,,,,,,,,N144SY,7720,D,"-121.8958,36.75457,18100"
position,SKW5868,41.68333,-87.51667,2016-04-14T11:09:33.000-07:00,Z,SKW5868-1461994235-airline-0313,A,,11000,345,329,,,,,,,,,,2016-04-14T11:24:05.000-07:00,,,,,, ,"-87.51667,41.68333,11000"
position,VRD953,36.95737,-121.95485,2016-04-14T11:09:38.000-07:00,A,VRD953-1461994251-airline-0444,A,A6A882,11700,347,344,,,,,,,,,,,,,,N528VA,,D,"-121.95485,36.95737,11700"
position,UAL708,36.29972,-121.67417,2016-04-14T11:09:52.000-07:00,Z,UAL708-1461994236-airline-0103,A,,25900,407,354,,,,,,,,,,2016-04-14T11:28:34.000-07:00,,,,,,D,"-121.67417,36.29972,25900"
position,ASQ5089,41.8,-87.71667,2016-04-14T11:09:39.000-07:00,Z,ASQ5089-1461994060-airline-0110,A,,2100,135,,,,,,,,,,,2016-04-14T12:07:04.000-07:00,,,,,,C,"-87.71667,41.8,2100"
position,JBU127,36.88111,-76.53972,2016-04-14T11:09:39.000-07:00,Z,JBU127-1461994017-airline-0245,A,,36000,415,209,,,,,,,,,,2016-04-14T12:42:55.000-07:00,,,,,, ,"-76.53972,36.88111,36000"
position,URF53,36.64944,-122.0725,2016-04-14T11:09:39.000-07:00,Z,URF53-1462192036-1-0,A,,19900,217,148,,,,,,,,,,2016-04-14T11:53:46.000-07:00,,,,,,C,"-122.0725,36.64944,19900"
position,SWA1980,32.68528,-117.01389,2016-04-14T11:09:39.000-07:00,Z,SWA1980-1461994256-airline-0376,A,,3100,230,206,,,,,,,,,,2016-04-14T11:11:22.000-07:00,,,,,,D,"-117.01389,32.68528,3100"
position,N95LL,36.15172,-121.6309,2016-04-14T11:09:40.000-07:00,A,N95LL-1462204778-1-0,A,AD3353,25000,391,146,,,,,,,,,,,,,,N95LL,3660, ,"-121.6309,36.15172,25000"
position,CKK221,36.323,-121.5222,2016-04-14T11:09:41.000-07:00,A,CKK221-1462161637-9-1,A,7805DD,33000,515,117,,,,,,,,,,,,,,B2077,, ,"-121.5222,36.323,33000"
position,N751PP,36.53389,-121.41306,2016-04-14T11:09:51.000-07:00,Z,N751PP-1462204480-2-0,A,,11500,154,150,,,,,,,,,,2016-04-14T12:12:40.000-07:00,,,,,, ,"-121.41306,36.53389,11500"
position,VOI560,32.4987,-117.0058,2016-04-14T11:09:41.000-07:00,A,VOI560-1462037400-schedule-0000,A,A6810D,3000,217,141,,,,,,,,,,,,,,N518VL,,C,"-117.0058,32.4987,3000"
position,SKW5018,36.56667,-121.8,2016-04-14T11:09:43.000-07:00,Z,SKW5018-1461994233-airline-0431,A,,900,147,270,,,,,,,,,,2016-04-14T11:14:56.000-07:00,,,,,,D,"-121.8,36.56667,900"
position,SWA701,32.7,-117.31667,2016-04-14T11:09:43.000-07:00,Z,SWA701-1461994257-airline-0929,A,,5600,258,210,,,,,,,,,,2016-04-14T12:01:58.000-07:00,,,,,,C,"-117.31667,32.7,5600"
position,AAL1098,37.20337,-75.96999,2016-04-14T11:09:43.000-07:00,A,AAL1098-1461993948-airline-0316,A,ACD964,29000,132,205,,,,,,,,,,,,,,N927NN,, ,"-75.96999,37.20337,29000"
position,UAL633,42.03364,-88.14574,2016-04-14T11:09:44.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,3300,217,167,,,,,,,,,,,,,,N38417,2601,D,"-88.14574,42.03364,3300"
position,SKW5439,33.10583,-117.7416,2016-04-14T11:09:45.000-07:00,A,SKW5439-1461994146-airline-0138,A,A0B6EA,18600,354,314,,,,,,,,,,,,,,N145SY,7352,C,"-117.7416,33.10583,18600"
position,SWA2480,41.52778,-87.35222,2016-04-14T11:09:57.000-07:00,Z,SWA2480-1461994256-airline-0383,A,,4100,276,274,,,,,,,,,,2016-04-14T11:19:56.000-07:00,,,,,,D,"-87.35222,41.52778,4100"
position,ASQ4008,41.74028,-87.81083,2016-04-14T11:09:57.000-07:00,Z,ASQ4008-1461994171-airline-0204,A,,8700,277,180,,,,,,,,,,2016-04-14T12:03:01.000-07:00,,,,,,C,"-87.81083,41.74028,8700"
position,DPJ112,42.00944,-88.03444,2016-04-14T11:09:57.000-07:00,Z,DPJ112-1462140023-5-1,A,,2000,169,116,,,,,,,,,,2016-04-14T11:20:05.000-07:00,,,,,,D,"-88.03444,42.00944,2000"
position,UAL667,42.10547,-88.02054,2016-04-14T11:09:49.000-07:00,A,UAL667-1461994236-airline-0082,A,AA56B8,10700,273,265,,,,,,,,,,,,,,N76519,7273,C,"-88.02054,42.10547,10700"
position,SKW5098,41.96333,-88.32639,2016-04-14T11:09:57.000-07:00,Z,SKW5098-1461994233-airline-0033,A,,6600,174,90,,,,,,,,,,2016-04-14T11:14:51.000-07:00,,,,,,D,"-88.32639,41.96333,6600"
position,VOI433,32.54106,-116.97016,2016-04-14T11:10:03.000-07:00,P,VOI433-1462028700-schedule-0000,A,,,,255,,,,,,,,,,,,,,,,,"-116.97016,32.54106"
position,N866AW,32.55253,-116.69188,2016-04-14T11:10:03.000-07:00,P,N866AW-1462202088-3-0,A,,,,98,,,,,,,,,,,,,,,,,"-116.69188,32.55253"
position,RPA4262,41.46056,-87.30556,2016-04-14T11:09:45.000-07:00,Z,RPA4262-1461993953-airline-0472,A,,11000,339,318,,,,,,,,,,2016-04-14T11:26:14.000-07:00,,,,,, ,"-87.30556,41.46056,11000"
position,UAL896,41.96498,-88.15653,2016-04-14T11:09:50.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,3800,186,90,,,,,,,,,,,,,,N792UA,3427,D,"-88.15653,41.96498,3800"
position,ROU1763,37.09583,-76.105,2016-04-14T11:09:52.000-07:00,Z,ROU1763-1461993970-airline-0151,A,,38900,483,20,,,,,,,,,,2016-04-14T12:24:18.000-07:00,,,,,,D,"-76.105,37.09583,38900"
position,ASA248,32.75639,-117.00556,2016-04-14T11:09:52.000-07:00,Z,ASA248-1461994002-airline-0060,A,,4700,243,111,,,,,,,,,,2016-04-14T11:10:33.000-07:00,,,,,,D,"-117.00556,32.75639,4700"
position,UAL908,41.96531,-88.05785,2016-04-14T11:09:53.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,2400,170,89,,,,,,,,,,,,,,N646UA,,D,"-88.05785,41.96531,2400"
position,UAL271,36.62806,-76.75306,2016-04-14T11:09:52.000-07:00,Z,UAL271-1461994227-airline-0288,A,,37900,404,208,,,,,,,,,,2016-04-14T13:13:11.000-07:00,,,,,, ,"-76.75306,36.62806,37900"
position,SWA3014,41.61667,-87.7,2016-04-14T11:10:09.000-07:00,Z,SWA3014-1461994256-airline-0140,A,,4000,215,323,,,,,,,,,,2016-04-14T11:15:54.000-07:00,,,,,,C,"-87.7,41.61667,4000"
position,WBR2107,42.16667,-88.18333,2016-04-14T11:10:03.000-07:00,Z,WBR2107-1462037400-schedule-0002,A,,5400,145,294,,,,,,,,,,2016-04-14T12:44:02.000-07:00,,,,,,C,"-88.18333,42.16667,5400"
position,N990H,41.91568,-87.64216,2016-04-14T11:09:58.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,351,262,,,,,,,,,,,,,,N990H,3462, ,"-87.64216,41.91568,45000"
position,UAL1640,41.72841,-87.22021,2016-04-14T11:09:58.000-07:00,A,UAL1640-1461994226-airline-0316,A,A0817C,39000,519,80,,,,,,,,,,,,,,N13110,2056, ,"-87.22021,41.72841,39000"
